"variable_id","title","description","register_type","register_address","usable_address","divisor","factor","unit","variable_size","rest_writable","minimum_raw","maximum_raw","default_raw","included_in_definition","mqtt_topic"
3170,"Requested compressor frequency (EB101)","","input",1854,true,1,1,"Hz","u8",false,0,0,0,true,"heatpump/eb101/requestedcompressorfrequency"
3171,"Requested compressor frequency (EP15)","","input",1855,true,1,1,"Hz","u8",false,0,0,0,false,""
3172,"Requested compressor frequency","","input",1856,true,1,1,"Hz","u8",false,0,0,0,false,""
3173,"Operating mode, shunt controlled brine (QN41)","10 = Shunt off, 20 = Shunt open, 30 = Shunt closed","input",2410,true,1,1,"","u8",false,0,0,0,false,""
3251,"Low-pr. sens, unprocessed (EB101-EP14)","","input",1902,true,1,1,"","s16",false,0,0,0,false,""
3252,"Current (EB101-EP14)","","input",1903,true,10,0.1,"A","s16",false,0,0,0,false,""
3254,"Low-pr. sens, unprocessed (EB100-EP15)","","input",1905,true,1,1,"","s16",false,0,0,0,false,""
3255,"Current (EB100-EP15)","","input",1906,true,10,0.1,"A","s16",false,0,0,0,false,""
3257,"Low-pr. sens, unprocessed (EB100-EP14)","","input",1908,true,1,1,"","s16",false,0,0,0,false,""
3258,"Current (EB100-EP14)","","input",1909,true,10,0.1,"A","s16",false,0,0,0,false,""
3281,"Hot water mode (SPA)","0 = Small, 1 = Medium, 2 = Large, 10 = Medium, 20 = Mini","input",1915,true,1,1,"","s8",false,0,0,0,false,""
3282,"Pool offset (SPA)","","input",1916,true,1,1,"","s8",false,0,0,0,false,""
3283,"Cooling offset (SPA)","","input",1917,true,1,1,"","s8",false,0,0,0,false,""
3292,"Operating mode (Smart Price Adaption)","","input",1918,true,1,1,"","u8",false,0,0,0,false,""
3353,"Temperature, inverter (EB101-EP14)","","input",1967,true,10,0.1,"°C","s16",false,0,0,0,false,""
3354,"fan speed (EB101-EP14)","","input",1968,true,1,1,"","u8",false,0,0,0,false,""
3355,"Evaporator 2 (EB100-EP15-BT16)","","input",1969,true,10,0.1,"°C","s16",false,0,0,0,false,""
3356,"Temperature, inverter (EB100-EP15)","","input",1970,true,10,0.1,"°C","s16",false,0,0,0,false,""
3357,"fan speed (EB100-EP15)","","input",1971,true,1,1,"","u8",false,0,0,0,false,""
3358,"Evaporator 2 (EB100-EP14-BT16)","","input",1972,true,10,0.1,"°C","s16",false,0,0,0,false,""
3359,"Temperature, inverter (EB100-EP14)","","input",1973,true,10,0.1,"°C","s16",false,0,0,0,false,""
3360,"fan speed (EB100-EP14)","","input",1974,true,1,1,"","u8",false,0,0,0,false,""
3375,"Alarm number","","input",1975,true,1,1,"","s16",false,0,0,0,true,"alarm/number"
3478,"Reset alarm","","holding",22,true,1,1,"","u8",false,0,0,0,true,"settings/resetalarm"
3615,"Non module-specific alarm numbers","","input",1976,true,1,1,"","s16",false,0,0,0,true,"alarm/nonmodulespecificnumbers"
3667,"Heating curve climate system 1","","holding",26,true,1,1,"","s8",true,0,15,9,true,"settings/heatingcurve"
3671,"Heating offset climate system 1","","holding",30,true,1,1,"","s8",true,-10,10,0,true,"settings/heatingcurveoffset"
3675,"Min supply climate system 1","","holding",34,true,10,0.1,"°C","s16",true,50,800,200,true,"settings/supplytemperatureminimum"
3679,"Max supply climate system 1","","holding",38,true,10,0.1,"°C","s16",true,50,800,600,true,"settings/supplytemperaturemaximum"
3680,"Own curve, heating P7","","holding",39,true,1,1,"°C","s8",true,5,80,15,true,"settings/customheatingcurve/point7"
3681,"Own curve, heating P6","","holding",40,true,1,1,"°C","s8",true,5,80,15,true,"settings/customheatingcurve/point6"
3682,"Own curve, heating P5","","holding",41,true,1,1,"°C","s8",true,5,80,26,true,"settings/customheatingcurve/point5"
3683,"Own curve, heating P4","","holding",42,true,1,1,"°C","s8",true,5,80,32,true,"settings/customheatingcurve/point4"
3684,"Own curve, heating P3","","holding",43,true,1,1,"°C","s8",true,5,80,35,true,"settings/customheatingcurve/point3"
3685,"Own curve, heating P2","","holding",44,true,1,1,"°C","s8",true,5,80,40,true,"settings/customheatingcurve/point2"
3686,"Own curve, heating P1","","holding",45,true,1,1,"°C","s8",true,5,80,45,true,"settings/customheatingcurve/point1"
3687,"Point offset outdoor temperature","","holding",46,true,1,1,"°C","s8",true,-40,30,0,false,""
3688,"Point offset","","holding",47,true,1,1,"°C","s8",true,-10,10,0,false,""
3692,"External adjustment climate system 1","","holding",51,true,1,1,"","s8",true,-10,10,0,false,""
3696,"External adjustment with room sensor climate system 1","","holding",55,true,10,0.1,"°C","s16",true,50,300,200,false,""
3697,"Hot water mode","","holding",56,true,1,1,"","s8",true,0,4,1,true,"settings/hotwaterdemand"
3699,"Start temperature HW high temperature","","holding",58,true,10,0.1,"°C","s16",true,50,700,490,false,""
3700,"Start temperature HW normal temperature","","holding",59,true,10,0.1,"°C","s16",true,50,700,460,true,"settings/hotwaterstarttemperature"
3701,"Start temperature HW low temperature","","holding",60,true,10,0.1,"°C","s16",true,50,700,420,false,""
3702,"Stop temperature HW periodic increase","","holding",61,true,10,0.1,"°C","s16",true,55,700,550,false,""
3703,"Stop temperature HW high temperature","","holding",62,true,10,0.1,"°C","s16",true,50,700,530,false,""
3704,"Stop temperature HW normal temperature","","holding",63,true,10,0.1,"°C","s16",true,50,700,500,true,"settings/hotwaterstoptemperature"
3705,"Stop temperature HW low temperature","","holding",64,true,10,0.1,"°C","s16",true,50,700,480,false,""
3706,"Periodic hot water","","holding",65,true,1,1,"","s8",true,0,1,1,false,""
3707,"Periodic hot water interval","","holding",66,true,1,1,"days","s8",true,1,90,7,false,""
3708,"Start time periodic hot water","","holding",67,true,1,1,"","unknown",true,0,86400,0,false,""
3745,"Language","","holding",91,true,1,1,"","s8",true,0,25,0,false,""
3748,"Period time hot water","","holding",92,true,1,1,"min","u8",true,0,180,30,true,"settings/hotwaterperiod"
3749,"Period time heating","","holding",93,true,1,1,"min","u8",true,0,180,30,true,"settings/heatingperiod"
3751,"Operating mode","","holding",2743,true,1,1,"","u8",true,0,2,0,false,""
3752,"Operating mode heating medium pump","","holding",95,true,1,1,"","u8",true,10,40,40,false,""
3754,"Activate forced control","","holding",5000,true,1,1,"","u8",true,0,0,0,false,""
3818,"DM start heating","","holding",97,true,1,1,"DM","s16",true,-1000,-30,-60,true,"settings/compressorstartdegreeminutes"
3821,"DM between additional heat step","","holding",100,true,1,1,"DM","s16",true,10,1000,30,false,""
3825,"Fuse","","holding",103,true,1,1,"A","u16",true,1,400,32,false,""
3826,"Phase Order L3","","holding",2747,true,1,1,"","u8",true,1,128,4,false,""
3827,"Phase Order L2","","holding",2746,true,1,1,"","u8",true,1,128,2,false,""
3828,"Phase Order L1","","holding",2745,true,1,1,"","u8",true,1,128,1,false,""
3846,"Floor drying","","holding",120,true,1,1,"","u8",true,0,1,0,false,""
3847,"Floor drying period 7","","holding",121,true,1,1,"days","u8",true,0,30,2,false,""
3848,"Floor drying period 6","","holding",122,true,1,1,"days","u8",true,0,30,2,false,""
3849,"Floor drying period 5","","holding",123,true,1,1,"days","u8",true,0,30,2,false,""
3850,"Floor drying period 4","","holding",124,true,1,1,"days","u8",true,0,30,3,false,""
3851,"Floor drying period 3","","holding",125,true,1,1,"days","u8",true,0,30,2,false,""
3852,"Floor drying period 2","","holding",126,true,1,1,"days","u8",true,0,30,2,false,""
3853,"Floor drying period 1","","holding",127,true,1,1,"days","u8",true,0,30,2,false,""
3854,"Floor drying temp. 7","","holding",128,true,1,1,"°C","u8",true,15,70,20,false,""
3855,"Floor drying temp. 6","","holding",129,true,1,1,"°C","u8",true,15,70,30,false,""
3856,"Floor drying temp. 5","","holding",130,true,1,1,"°C","u8",true,15,70,40,false,""
3857,"Floor drying temp. 4","","holding",131,true,1,1,"°C","u8",true,15,70,45,false,""
3858,"Floor drying temp. 3","","holding",132,true,1,1,"°C","u8",true,15,70,40,false,""
3859,"Floor drying temp. 2","","holding",133,true,1,1,"°C","u8",true,15,70,30,false,""
3860,"Floor drying temp. 1","","holding",134,true,1,1,"°C","u8",true,15,70,20,false,""
3861,"Floor drying ongoing time.","","input",1977,true,1,1,"","u16",false,0,10000,0,false,""
3868,"Dimensioned outdoor temperature","","holding",140,true,10,0.1,"°C","s16",true,-400,200,-180,false,""
3869,"Delta T for DOT","","holding",141,true,10,0.1,"°C","s16",true,10,250,100,false,""
3870,"Climate system 2","","holding",142,true,1,1,"","u8",true,0,1,0,false,""
3871,"Climate system 3","","holding",143,true,1,1,"","u8",true,0,1,0,false,""
3872,"Climate system 4","","holding",144,true,1,1,"","u8",true,0,1,0,false,""
3881,"Shunt controlled additional heat","","holding",153,true,1,1,"","u8",true,0,1,0,false,""
3885,"Wait time shunt, shunt controlled additional heat","","holding",157,true,1,1,"s","s16",true,10,300,30,false,""
3886,"Step controlled additional heat accessory","","holding",158,true,1,1,"","u8",true,0,1,0,false,""
3891,"Ground water pump accessory","","holding",162,true,1,1,"","u8",true,0,1,0,false,""
3895,"Waiting time cooling/heating","","holding",165,true,1,1,"h","s8",true,0,48,2,false,""
3896,"Heating start at under temp.","","holding",166,true,10,0.1,"°C","s8",true,5,100,10,false,""
3897,"Cooling start at over temp.","","holding",167,true,10,0.1,"°C","s8",true,5,100,30,false,""
3898,"Cooling shunt amplification","","holding",168,true,10,0.1,"","s8",true,1,100,10,false,""
3899,"Cooling shunt waiting time","","holding",169,true,1,1,"s","s16",true,10,300,30,false,""
3900,"Cooling with room sensors","","holding",170,true,10,0.1,"","u8",true,0,41,0,false,""
3902,"Start passive cooling DM","","holding",172,true,1,1,"DM","s16",true,10,500,30,false,""
3903,"Start active cooling DM","","holding",173,true,1,1,"DM","s16",true,10,300,30,false,""
3904,"Changes have been made","","holding",2744,true,1,1,"","u8",true,0,1,0,false,""
3919,"Permit additional heat, heating","","holding",180,true,1,1,"","u8",true,0,1,1,true,"settings/allowadditionalheat"
3920,"Permit heating","","holding",181,true,1,1,"","u8",true,0,1,1,true,"settings/allowheating"
3921,"Permit cooling","","holding",182,true,1,1,"","u8",true,0,1,1,true,"settings/allowcooling"
3923,"Auto mode, stop temperature for heating","","holding",184,true,10,0.1,"°C","s16",true,-200,400,170,true,"settings/heatingstoptemperature"
3924,"Auto mode, additional heat stop temperature","","holding",185,true,10,0.1,"°C","s16",true,-250,400,50,true,"settings/additionalheatstoptemperature"
3925,"Auto mode filter time","","holding",186,true,1,1,"h","u8",true,0,48,24,false,""
3926,"Max difference supply, compressor","","holding",187,true,10,0.1,"°C","s16",true,10,250,100,false,""
3927,"Max difference supply, additional heat","","holding",188,true,10,0.1,"°C","s16",true,10,240,70,false,""
3933,"Time format","","holding",194,true,1,1,"","u8",true,0,1,1,false,""
3934,"Hot water permitted","","holding",195,true,1,1,"","u8",true,0,1,0,false,""
3935,"Alarm action, lower room temperature","","holding",196,true,1,1,"","u8",true,0,1,0,true,"settings/alarmlowerroomtemperature"
3936,"Alarm action lower HW temperature","","holding",197,true,1,1,"","u8",true,0,1,0,true,"settings/alarmlowerhotwatertemperature"
3937,"Auxiliary operation on alarm","","holding",198,true,1,1,"","u8",false,0,0,0,false,""
3938,"Use room sensor climate system 4","","holding",199,true,1,1,"","u8",true,0,1,0,false,""
3939,"Use room sensor climate system 3","","holding",200,true,1,1,"","u8",true,0,1,0,false,""
3940,"Use room sensor climate system 2","","holding",201,true,1,1,"","u8",true,0,1,0,false,""
3941,"Use room sensor climate system 1","","holding",202,true,1,1,"","u8",true,0,1,0,false,""
3942,"Room sensor set point value climate system 4","","holding",203,true,10,0.1,"°C","s16",true,50,300,200,false,""
3943,"Room sensor set point value climate system 3","","holding",204,true,10,0.1,"°C","s16",true,50,300,200,false,""
3944,"Room sensor set point value climate system 2","","holding",205,true,10,0.1,"°C","s16",true,50,300,200,false,""
3945,"Room sensor set point value climate system 1","","holding",206,true,10,0.1,"°C","s16",true,50,300,200,false,""
3946,"Room sensor factor climate system 4","","holding",207,true,10,0.1,"","u8",true,0,60,20,false,""
3947,"Room sensor factor climate system 3","","holding",208,true,10,0.1,"","u8",true,0,60,20,false,""
3948,"Room sensor factor climate system 2","","holding",209,true,10,0.1,"","u8",true,0,60,20,false,""
3949,"Room sensor factor climate system 1","","holding",210,true,10,0.1,"","u8",true,0,60,20,false,""
3954,"Input AUX5","","holding",211,true,1,1,"","u8",true,0,69,0,false,""
3955,"Input AUX4","","holding",212,true,1,1,"","u8",true,0,69,0,false,""
3956,"Input AUX3","","holding",213,true,1,1,"","u8",true,0,69,0,false,""
3957,"Input AUX2","","holding",214,true,1,1,"","u8",true,0,69,0,false,""
3958,"Input AUX1","","holding",215,true,1,1,"","u8",true,0,69,0,false,""
3959,"Output AUX1","","holding",216,true,1,1,"","u8",true,0,33,0,true,"settings/aux10function"
3965,"Speed, brine pump","","holding",222,true,1,1,"%","u8",true,1,100,100,false,""
3976,"Preset flow setting for climate system","","holding",223,true,1,1,"","u8",true,0,3,1,false,""
4030,"More hot water (Number of minutes)","","holding",225,true,1,1,"","u16",false,0,0,0,false,""
4064,"Oper. mode","Auto = 0, Manual = 1, Add. heat = 2","holding",237,true,1,1,"","u8",false,0,0,0,true,"settings/operatingmode"
4084,"Max. step internal additional heat","","holding",238,true,1,1,"","u8",true,0,7,3,false,""
4085,"Internal additional heat stepping mode","","holding",239,true,1,1,"","u8",true,0,1,0,false,""
4527,"DM diff. start additional heat","","holding",679,true,1,1,"DM","s16",true,100,2000,400,true,"settings/additionalheatstartdegreeminutes"
4529,"Cooling/heating sensor set point","","holding",681,true,10,0.1,"","s16",true,50,400,210,false,""
4535,"Heating medium pump manual speed","","holding",682,true,1,1,"%","s8",true,1,100,70,false,""
4537,"Pool 2 accessory","","holding",684,true,1,1,"","u8",true,0,1,0,false,""
4538,"Pool 1 accessory","","holding",685,true,1,1,"","u8",true,0,1,0,false,""
4560,"Hot water comfort","","holding",694,true,1,1,"","u8",true,0,1,0,false,""
4562,"Manual heating medium pump speed","","holding",695,true,1,1,"%","s8",true,0,1,0,false,""
4564,"More hot water","","holding",697,true,1,1,"","s8",true,0,0,0,false,""
4574,"Start diff. DM, step-controlled add. heat","","holding",703,true,1,1,"DM","s16",true,0,2000,400,false,""
4576,"HW comfort shunt on/off","","holding",705,true,1,1,"","u8",true,0,1,0,false,""
4581,"External cooling accessory","","holding",709,true,1,1,"","u8",true,0,1,0,false,""
4582,"HW comfort additional heat","","holding",710,true,1,1,"","u8",true,0,1,0,false,""
4608,"Cooling connected, climate system 1","","holding",726,true,1,1,"","u8",true,0,1,1,false,""
4613,"ACS","","holding",731,true,1,1,"","u8",true,0,1,0,false,""
4651,"Op. mode charge pump (EB101)","","holding",748,true,1,1,"","u8",true,0,1,0,false,""
4675,"Shunted brine, accessory","","holding",5268,true,1,1,"","u8",true,0,1,0,false,""
4678,"Shunted brine max. temp.","","holding",5271,true,1,1,"°C","u8",true,0,30,20,false,""
4685,"Hot water compressors step diff.","","holding",755,true,100,0.01,"","s16",true,0,400,100,false,""
4690,"Additional heat after diverter valve","","holding",758,true,1,1,"","u8",true,0,1,1,false,""
4691,"Hot water additional heat in tank","","holding",759,true,1,1,"","u8",true,0,1,0,false,""
4692,"Charging method hot water","","holding",6064,true,1,1,"","u8",true,0,1,1,false,""
4693,"Heating (SG Ready)","","holding",760,true,1,1,"","u8",true,0,1,1,false,""
4713,"Input AUX6","","holding",767,true,1,1,"","u8",true,0,69,0,false,""
4729,"Operating mode circulation pump heating heat pump 1","","holding",783,true,1,1,"","u8",true,0,1,1,true,"settings/chargepumpmode"
4745,"Operating mode circulation pump hot water heat pump 1","","holding",799,true,1,1,"","u8",true,0,1,1,false,""
4787,"Speed circulation pump waiting mode heat pump 1","","holding",841,true,1,1,"%","u8",true,1,100,30,false,""
4788,"Speed, circulation pump, standby mode (EB100)","","holding",842,true,1,1,"%","u8",true,1,100,30,false,""
4789,"Activated (Smart Price Adaption)","","holding",843,true,1,1,"","u8",true,0,1,0,false,""
4794,"(SPA), pool influence","","holding",848,true,1,1,"","s8",true,0,10,2,false,""
4795,"(SPA), cooling activated","","holding",849,true,1,1,"","u8",true,0,1,1,false,""
4796,"(SPA), cooling influence","","holding",850,true,1,1,"","s8",true,0,10,2,false,""
4797,"(SPA), area","","holding",851,true,1,1,"","u8",true,0,255,255,false,""
4803,"Internal shunt controlled additional heat","","holding",857,true,1,1,"","u8",true,0,1,0,false,""
4813,"Max. speed controlled charge pump (EB101)","","holding",867,true,1,1,"%","u8",true,80,100,100,false,""
4848,"External adjustment climate system 8","","holding",893,true,1,1,"","s8",true,-10,10,0,false,""
4849,"External adjustment climate system 7","","holding",894,true,1,1,"","s8",true,-10,10,0,false,""
4850,"External adjustment climate system 6","","holding",895,true,1,1,"","s8",true,-10,10,0,false,""
4851,"External adjustment climate system 5","","holding",896,true,1,1,"","s8",true,-10,10,0,false,""
4852,"External adjustment with room sensor climate system 8","","holding",897,true,10,0.1,"°C","s16",true,50,300,200,false,""
4853,"External adjustment with room sensor climate system 7","","holding",898,true,10,0.1,"°C","s16",true,50,300,200,false,""
4854,"External adjustment with room sensor climate system 6","","holding",899,true,10,0.1,"°C","s16",true,50,300,200,false,""
4855,"External adjustment with room sensor climate system 5","","holding",900,true,10,0.1,"°C","s16",true,50,300,200,false,""
4910,"Climate system 5","","holding",905,true,1,1,"","u8",true,0,1,0,false,""
4911,"Climate system 6","","holding",906,true,1,1,"","u8",true,0,1,0,false,""
4912,"Climate system 7","","holding",907,true,1,1,"","u8",true,0,1,0,false,""
4913,"Climate system 8","","holding",908,true,1,1,"","u8",true,0,1,0,false,""
4937,"Heating connected, climate system 1","","holding",932,true,1,1,"","u8",true,0,1,1,false,""
4940,"ERS 1","","holding",933,true,1,1,"","u8",true,0,1,0,false,""
4951,"EB103/104-GP12","","holding",939,true,1,1,"","u8",true,0,1,0,false,""
4952,"EB105/106-GP12","","holding",940,true,1,1,"","u8",true,0,1,0,false,""
4953,"EB107/108-GP12","","holding",941,true,1,1,"","u8",true,0,1,0,false,""
4969,"blockFreq 2 (EB101)","","holding",5295,true,1,1,"","u8",true,0,1,0,false,""
4970,"blockFreq 1 (EB101)","","holding",5296,true,1,1,"","u8",true,0,1,0,false,""
4976,"Use room sensor climate system 8","","holding",948,true,1,1,"","u8",true,0,1,0,false,""
4977,"Use room sensor climate system 7","","holding",949,true,1,1,"","u8",true,0,1,0,false,""
4978,"Use room sensor climate system 6","","holding",950,true,1,1,"","u8",true,0,1,0,false,""
4979,"Use room sensor climate system 5","","holding",951,true,1,1,"","u8",true,0,1,0,false,""
4980,"Room sensor set point value climate system 8","","holding",952,true,10,0.1,"°C","s16",true,50,300,200,false,""
4981,"Room sensor set point value climate system 7","","holding",953,true,10,0.1,"°C","s16",true,50,300,200,false,""
4982,"Room sensor set point value climate system 6","","holding",954,true,10,0.1,"°C","s16",true,50,300,200,false,""
4983,"Room sensor set point value climate system 5","","holding",955,true,10,0.1,"°C","s16",true,50,300,200,false,""
4984,"Room sensor factor climate system 8","","holding",956,true,10,0.1,"","u8",true,0,60,20,false,""
4985,"Room sensor factor climate system 7","","holding",957,true,10,0.1,"","u8",true,0,60,20,false,""
4986,"Room sensor factor climate system 6","","holding",958,true,10,0.1,"","u8",true,0,60,20,false,""
4987,"Room sensor factor climate system 5","","holding",959,true,10,0.1,"","u8",true,0,60,20,false,""
5049,"Current transformer ratio","","holding",980,true,1,1,"","u16",true,300,3000,300,false,""
5072,"Room sensor set point value climate system 8, cooling","","holding",981,true,10,0.1,"°C","s16",true,50,350,250,false,""
5073,"Room sensor set point value climate system 7, cooling","","holding",982,true,10,0.1,"°C","s16",true,50,350,250,false,""
5074,"Room sensor set point value climate system 6, cooling","","holding",983,true,10,0.1,"°C","s16",true,50,350,250,false,""
5075,"Room sensor set point value climate system 5, cooling","","holding",984,true,10,0.1,"°C","s16",true,50,350,250,false,""
5076,"Room sensor set point value climate system 4, cooling","","holding",985,true,10,0.1,"°C","s16",true,50,350,250,false,""
5077,"Room sensor set point value climate system 3, cooling","","holding",986,true,10,0.1,"°C","s16",true,50,350,250,false,""
5078,"Room sensor set point value climate system 2, cooling","","holding",987,true,10,0.1,"°C","s16",true,50,350,250,false,""
5079,"Room sensor set point value climate system 1, cooling","","holding",988,true,10,0.1,"°C","s16",true,50,350,250,false,""
5080,"Room sensor factor climate system 8, cooling","","holding",989,true,10,0.1,"","u8",true,0,60,10,false,""
5081,"Room sensor factor climate system 7, cooling","","holding",990,true,10,0.1,"","u8",true,0,60,10,false,""
5082,"Room sensor factor climate system 6, cooling","","holding",991,true,10,0.1,"","u8",true,0,60,10,false,""
5083,"Room sensor factor climate system 5, cooling","","holding",992,true,10,0.1,"","u8",true,0,60,10,false,""
5084,"Room sensor factor climate system 4, cooling","","holding",993,true,10,0.1,"","u8",true,0,60,10,false,""
5085,"Room sensor factor climate system 3, cooling","","holding",994,true,10,0.1,"","u8",true,0,60,10,false,""
5086,"Room sensor factor climate system 2, cooling","","holding",995,true,10,0.1,"","u8",true,0,60,10,false,""
5087,"Room sensor factor climate system 1, cooling","","holding",996,true,10,0.1,"","u8",true,0,60,10,false,""
5088,"Set point value (RH)","","holding",997,true,1,1,"%","s8",true,30,90,60,false,""
5102,"HTS 1","","holding",998,true,1,1,"","u8",true,0,1,0,false,""
5144,"Exhaust air fan speed 4 (ERS 1)","","holding",1021,true,1,1,"%","u8",true,0,100,100,false,""
5145,"Exhaust air fan speed 3 (ERS 1)","","holding",1022,true,1,1,"%","u8",true,0,100,80,false,""
5146,"Exhaust air fan speed 2 (ERS 1)","","holding",1023,true,1,1,"%","u8",true,0,100,30,false,""
5147,"Exhaust air fan speed 1 (ERS 1)","","holding",1024,true,1,1,"%","u8",true,0,100,0,false,""
5148,"Exhaust air fan speed normal (ERS 1)","","holding",1025,true,1,1,"%","u8",true,1,100,75,false,""
5150,"Filtering time (BT64)","","holding",1027,true,1,1,"min","u8",true,5,30,5,false,""
5151,"(ACS) - Thermostat, hysteresis between compressors","","holding",1028,true,1,1,"°C","s8",true,1,10,2,false,""
5152,"Start temperature (BT64)","","holding",1029,true,1,1,"°C","s8",true,-8,30,10,false,""
5184,"S135","","holding",1035,true,1,1,"","u8",true,0,1,0,false,""
5185,"Pump speed (S135)","","holding",1036,true,1,1,"%","u8",true,1,100,70,false,""
5193,"Bypass temp. (ERS 1)","","holding",1044,true,1,1,"°C","u8",true,2,10,4,false,""
5195,"External cooling accessory pump type","","holding",1046,true,1,1,"","u8",true,0,1,1,false,""
5200,"Flow sensor activated X22","","holding",1049,true,1,1,"","u8",true,0,1,0,false,""
5201,"Flow sensor activated X21","","holding",1050,true,1,1,"","u8",true,0,1,0,false,""
5204,"Max. internal additional heat SG Ready","","holding",1052,true,100,0.01,"kW","s16",true,0,900,700,false,""
5220,"PV panel affects heating (EME)","","holding",1069,true,1,1,"","u8",true,0,1,0,false,""
5221,"PV panel affects hot water (EME)","","holding",1070,true,1,1,"","u8",true,0,1,0,false,""
5222,"Delay timer EME","","holding",1071,true,1,1,"","u16",false,0,0,0,false,""
5237,"Pump 4 (FLM)","","holding",1074,true,1,1,"","u8",true,0,1,0,false,""
5238,"Pump 3 (FLM)","","holding",1075,true,1,1,"","u8",true,0,1,0,false,""
5239,"Pump 2 (FLM)","","holding",1076,true,1,1,"","u8",true,0,1,0,false,""
5240,"Defrosting time (FLM 4)","","holding",1077,true,1,1,"h","u8",true,1,30,10,false,""
5241,"Defrosting time (FLM 3)","","holding",1078,true,1,1,"h","u8",true,1,30,10,false,""
5242,"Defrosting time (FLM 2)","","holding",1079,true,1,1,"h","u8",true,1,30,10,false,""
5243,"Cooling (FLM 4)","","holding",1080,true,1,1,"","u8",true,0,1,0,false,""
5244,"Cooling (FLM 3)","","holding",1081,true,1,1,"","u8",true,0,1,0,false,""
5245,"Cooling (FLM 2)","","holding",1082,true,1,1,"","u8",true,0,1,0,false,""
5246,"Pump speed (FLM 4)","","holding",1083,true,1,1,"%","u8",true,1,100,100,false,""
5247,"Pump speed (FLM 3)","","holding",1084,true,1,1,"%","u8",true,1,100,100,false,""
5248,"Pump speed (FLM 2)","","holding",1085,true,1,1,"%","u8",true,1,100,100,false,""
5249,"Pump speed (FLM 1)","","holding",1086,true,1,1,"%","u8",true,1,100,100,false,""
5259,"Outdoor air mixing","","holding",1096,true,1,1,"","u8",true,0,1,0,false,""
5268,"Smart Energy Source","","holding",1105,true,1,1,"","u8",true,0,1,0,false,""
5269,"Control method, smart energy source","0 = price, 1 = primary factor","holding",1106,true,1,1,"","u8",true,0,1,0,false,""
5270,"El. price, special, smart energy source","0 = Fixed price, 1 = Tariff, 2 = Spot price","holding",1107,true,1,1,"","u8",true,0,2,0,false,""
5271,"El. price, fixed, smart energy source","","holding",1108,true,1,1,"","u16",true,0,60000,100,false,""
5272,"El. price, smart energy source","0 = Fixed price, 1 = Tariff","holding",1109,true,1,1,"","u8",true,0,1,0,false,""
5273,"El. price, fixed, smart energy source","","holding",1110,true,1,1,"","u16",true,0,60000,100,false,""
5274,"El. price, smart energy source","0 = Fixed price, 1 = Tariff","holding",1111,true,1,1,"","u8",true,0,3,0,false,""
5275,"El. price, fixed, smart energy source","","holding",1112,true,1,1,"","u16",true,0,60000,100,false,""
5276,"El. price, smart energy source","0 = Fixed price, 1 = Tariff","holding",1113,true,1,1,"","u8",true,0,1,0,false,""
5277,"El. price, fixed, smart energy source","","holding",1114,true,1,1,"","u16",true,0,60000,100,false,""
5280,"Prim. factor, smart energy source","","holding",1117,true,10,0.1,"","u8",true,0,50,25,false,""
5281,"Prim. factor, shunt add. heat smart energy source","","holding",1118,true,10,0.1,"","u8",true,0,50,10,false,""
5282,"Prim. factor, ext. step add. heat smart energy source","","holding",1119,true,10,0.1,"","u8",true,0,50,10,false,""
5286,"ext. step add. heat, high tariff price smart energy source","","holding",1123,true,1,1,"","u16",true,1,60000,100,false,""
5287,"ext. step add. heat, low tariff price smart energy source","","holding",1124,true,1,1,"","u16",true,1,60000,100,false,""
5288,"Shunt add. heat, high tariff price smart energy source","","holding",1125,true,1,1,"","u16",true,1,60000,100,false,""
5289,"Shunt add. heat, low tariff price smart energy source","","holding",1126,true,1,1,"","u16",true,1,60000,100,false,""
5290,"El. price, fixed, high tariff smart energy source","","holding",1127,true,1,1,"","u16",true,1,60000,100,false,""
5291,"El. price, fixed, low tariff smart energy source","","holding",1128,true,1,1,"","u16",true,1,60000,100,false,""
5292,"El. price, variable, high tariff smart energy source","","holding",1129,true,1,1,"","u16",true,1,60000,100,false,""
5293,"El. price, variable, low tariff smart energy source","","holding",1130,true,1,1,"","u16",true,1,60000,100,false,""
5294,"DM start source, priority 5 smart energy source","","holding",1131,true,1,1,"","s16",true,100,2000,400,false,""
5295,"DM start source, priority 4 smart energy source","","holding",1132,true,1,1,"","s16",true,100,2000,400,false,""
5296,"DM start source, priority 3 smart energy source","","holding",1133,true,1,1,"","s16",true,100,2000,400,false,""
5297,"DM start source, priority 2 smart energy source","","holding",1134,true,1,1,"","s16",true,100,2000,400,false,""
5298,"DM start source, priority 1 smart energy source","","holding",1135,true,1,1,"","s16",true,-2000,-10,-60,false,""
5299,"Start day, tariff smart energy source","","holding",1136,true,1,1,"","u8",true,1,31,1,false,""
5300,"End day, tariff smart energy source","","holding",1137,true,1,1,"","u8",true,1,31,31,false,""
5301,"Start month, tariff smart energy source","","holding",1138,true,1,1,"","u8",true,1,12,1,false,""
5302,"End month, tariff smart energy source","","holding",1139,true,1,1,"","u8",true,1,12,12,false,""
5335,"Start day, fixed tariff smart energy source","","holding",1172,true,1,1,"","u8",true,1,31,1,false,""
5336,"End day, fixed tariff smart energy source","","holding",1173,true,1,1,"","u8",true,1,31,31,false,""
5337,"Start month, fixed tariff smart energy source","","holding",1174,true,1,1,"","u8",true,1,12,1,false,""
