"variable_id","title","description","register_type","register_address","usable_address","divisor","factor","unit","variable_size","rest_writable","minimum_raw","maximum_raw","default_raw","included_in_definition","mqtt_topic"
1296,"EEV-te-error average open (EB107)","","input",800,true,10,0.1,"°C","s16",false,0,0,0,false,""
1300,"EEV-ssh-error (EVI)(EB107)","","input",804,true,10,0.1,"°C","s16",false,0,0,0,false,""
1304,"EEV-te-error average open (EVI)(EB107)","","input",808,true,10,0.1,"°C","s16",false,0,0,0,false,""
1308,"Max fan speed (EB106)","","input",812,true,1,1,"rpm","u16",false,0,0,0,false,""
1317,"EEV-ssh-error (EB106)","","input",821,true,10,0.1,"°C","s16",false,0,0,0,false,""
1321,"EEV-te-error average open (EB106)","","input",825,true,10,0.1,"°C","s16",false,0,0,0,false,""
1325,"EEV-ssh-error (EVI)(EB106)","","input",829,true,10,0.1,"°C","s16",false,0,0,0,false,""
1329,"EEV-te-error average open (EVI)(EB106)","","input",833,true,10,0.1,"°C","s16",false,0,0,0,false,""
1333,"Max fan speed (EB105)","","input",837,true,1,1,"rpm","u16",false,0,0,0,false,""
1334,"Min fan speed (EB105)","","input",838,true,1,1,"rpm","u16",false,0,0,0,false,""
1342,"EEV-ssh-error (EB105)","","input",846,true,10,0.1,"°C","s16",false,0,0,0,false,""
1346,"EEV-te-error average open (EB105)","","input",850,true,10,0.1,"°C","s16",false,0,0,0,false,""
1350,"EEV-ssh-error (EVI)(EB105)","","input",854,true,10,0.1,"°C","s16",false,0,0,0,false,""
1354,"EEV-te-error average open (EVI)(EB105)","","input",858,true,10,0.1,"°C","s16",false,0,0,0,false,""
1358,"Max fan speed (EB104)","","input",862,true,1,1,"rpm","u16",false,0,0,0,false,""
1359,"Min fan speed (EB104)","","input",863,true,1,1,"rpm","u16",false,0,0,0,false,""
1367,"EEV-ssh-error (EB104)","","input",871,true,10,0.1,"°C","s16",false,0,0,0,false,""
1371,"EEV-te-error average open (EB104)","","input",875,true,10,0.1,"°C","s16",false,0,0,0,false,""
1375,"EEV-ssh-error (EVI)(EB104)","","input",879,true,10,0.1,"°C","s16",false,0,0,0,false,""
1379,"EEV-te-error average open (EVI)(EB104)","","input",883,true,10,0.1,"°C","s16",false,0,0,0,false,""
1383,"Max fan speed (EB103)","","input",887,true,1,1,"rpm","u16",false,0,0,0,false,""
1384,"Min fan speed (EB103)","","input",888,true,1,1,"rpm","u16",false,0,0,0,false,""
1392,"EEV-ssh-error (EB103)","","input",896,true,10,0.1,"°C","s16",false,0,0,0,false,""
1396,"EEV-te-error average open (EB103)","","input",900,true,10,0.1,"°C","s16",false,0,0,0,false,""
1400,"EEV-ssh-error (EVI)(EB103)","","input",904,true,10,0.1,"°C","s16",false,0,0,0,false,""
1404,"EEV-te-error average open (EVI)(EB103)","","input",908,true,10,0.1,"°C","s16",false,0,0,0,false,""
1407,"Fan speed (EB102)","","input",911,true,1,1,"rpm","u16",false,0,0,0,false,""
1408,"Max fan speed (EB102)","","input",912,true,1,1,"rpm","u16",false,0,0,0,false,""
1409,"Min fan speed (EB102)","","input",913,true,1,1,"rpm","u16",false,0,0,0,false,""
1417,"EEV-ssh-error (EB102)","","input",921,true,10,0.1,"°C","s16",false,0,0,0,false,""
1421,"EEV-te-error average open (EB102)","","input",925,true,10,0.1,"°C","s16",false,0,0,0,false,""
1425,"EEV-ssh-error (EVI)(EB102)","","input",929,true,10,0.1,"°C","s16",false,0,0,0,false,""
1429,"EEV-te-error average open (EVI)(EB102)","","input",933,true,10,0.1,"°C","s16",false,0,0,0,false,""
1493,"Smart energy source, priority select. in hot water","0 = Compressor, 1 = OPT10, 2 = Internal add heat","input",991,true,1,1,"","u8",false,0,0,0,false,""
1494,"Outd. air heat pump, inverter, limits","","input",992,true,1,1,"","u8",false,0,0,0,false,""
1495,"Outd. air heat pump, inverter, speed reducing","","input",993,true,1,1,"","u8",false,0,0,0,false,""
1510,"Has one phase (EB101)","","input",1008,true,1,1,"","u8",false,0,0,0,false,""
1511,"Serial index (EB101)","","input",1009,true,1,1,"","u8",false,0,0,0,false,""
1704,"Limit DM","","holding",18,true,10,0.1,"DM","s16",true,-30000,30000,0,false,""
1708,"Calculated supply climate system 1","","input",1017,true,10,0.1,"°C","s16",false,0,0,0,false,""
1709,"Class 1 alarm","","input",2195,true,1,1,"","u8",false,0,0,0,true,"alarm/class1"
1710,"Frost protection status","1 = Frost prot active","input",1018,true,1,1,"","u16",false,0,0,0,false,""
1716,"Cooling status","","input",1019,true,1,1,"","u8",false,0,0,0,false,""
1755,"Total run time additional heat","","input",1025,true,10,0.1,"h","s32",false,0,1000000,0,false,""
1758,"Priority","","input",1028,true,1,1,"","u8",false,0,0,0,false,""
1760,"Operating mode internal add. heat","","input",1029,true,1,1,"","u8",false,0,0,0,false,""
1762,"Oper. mode shunt climate system 4","","input",1030,true,1,1,"","u8",false,0,0,0,false,""
1763,"Oper. mode shunt climate system 3","","input",1031,true,1,1,"","u8",false,0,0,0,false,""
1764,"Oper. mode shunt climate system 2","","input",1032,true,1,1,"","u8",false,0,0,0,false,""
1765,"Oper. mode shunt climate system 1","","input",1033,true,1,1,"","u8",false,0,0,0,false,""
1766,"Operating. mode shunt controlled additional heat","","input",1034,true,1,1,"","u8",false,0,0,0,false,""
1776,"Fan mode 1","","input",1037,true,1,1,"%","u8",false,0,0,0,false,""
1777,"Current HW mode without SPA/SC","","input",1038,true,1,1,"","s8",false,0,0,0,false,""
1810,"Blocking cooling","","input",1053,true,1,1,"","u8",false,0,0,0,false,""
1816,"External adjustment climate system 4","","input",1054,true,1,1,"","u8",false,0,0,0,false,""
1817,"External adjustment climate system 3","","input",1055,true,1,1,"","u8",false,0,0,0,false,""
1818,"External adjustment climate system 2","","input",1056,true,1,1,"","u8",false,0,0,0,false,""
1820,"External blocking","0 = Inactive, 1 = Active","input",1058,true,1,1,"","u8",false,0,0,0,false,""
1821,"Blocked","","input",1059,true,1,1,"","u8",false,0,0,0,false,""
1827,"Step controlled add. heat blocking","0 = Inactive, 1 = Active","input",1062,true,1,1,"","u8",false,0,0,0,false,""
1829,"Hot water circulation (GP11)","1 = On, 0 = Off","input",1063,true,1,1,"","u8",false,0,0,0,false,""
1838,"External heating medium pump (GP10) status","1 = On, 0 = Off","input",1066,true,1,1,"","u8",false,0,0,0,true,"system/heatingmediumpump"
1942,"More hot water status","","input",1078,true,1,1,"","u8",false,0,0,0,false,""
1947,"Relay status (HPAC)","","input",1079,true,1,1,"","u8",false,0,0,0,false,""
1948,"Holiday function status","","holding",19,true,1,1,"","s8",false,0,0,0,false,""
1999,"Docked compressors heating","","input",1108,true,1,1,"","u8",false,0,0,0,true,"heatpump/dockedcompressorsheating"
2000,"Docked compressors hot water","","input",1109,true,1,1,"","u8",false,0,0,0,true,"heatpump/dockedcompressorshotwater"
2001,"Docked compressors pool 1","","input",1110,true,1,1,"","u8",false,0,0,0,false,""
2002,"Diverter valve hot water (QN10)","0 = Heating, 1 = Hot water","input",2196,true,1,1,"","u8",false,0,0,0,true,"system/divertervalve"
2016,"Relay status, imm. heat. board (EB100-EP14)","","input",1119,true,1,1,"","u16",false,0,0,0,false,""
2022,"Current status","","input",1120,true,1,1,"","u32",false,0,0,0,false,""
2023,"Functionality, heat pump (EP14)","","input",1122,true,1,1,"","u32",false,0,0,0,false,""
2024,"Active heat pumps","","input",1124,true,1,1,"","u16",false,0,0,0,false,""
2025,"Functionality, heat pump (EP15)","","input",1125,true,1,1,"","u32",false,0,0,0,false,""
2038,"Operating mode HW comfort","10 = Shunt off, 20 = Shunt open, 30 = Shunt closed","input",1129,true,1,1,"","u8",false,0,0,0,false,""
2039,"Operating mode HW comfort additional heat","1 = On, 0 = Off","input",1130,true,1,1,"","u8",false,0,0,0,false,""
2042,"Blocked","","input",1131,true,1,1,"","u8",false,0,0,0,false,""
2043,"Blocked","","input",1132,true,1,1,"","u8",false,0,0,0,false,""
2045,"Pool 2 (QN19)","","input",1133,true,1,1,"","u8",false,0,0,0,false,""
2046,"Pool 1 (QN19)","","input",1134,true,1,1,"","u8",false,0,0,0,false,""
2059,"Docked compressors pool 2","","input",1135,true,1,1,"","u8",false,0,0,0,false,""
2453,"Version (EB101)","","input",1451,true,1,1,"","u16",false,0,0,0,false,""
2471,"Heat pump type (EB101)","","input",1452,true,1,1,"","u8",false,0,0,0,false,""
2472,"Compressor size (EB101)","","input",1453,true,1,1,"","u8",false,0,0,0,true,"heatpump/compressorsize"
2491,"Return line (EB101-BT3)","","input",1475,true,10,0.1,"°C","s16",false,0,0,0,true,"heatpump/returnline"
2494,"Condenser sensor supply line (EB101-BT12)","","input",1478,true,10,0.1,"°C","s16",false,0,0,0,true,"heatpump/supplyline"
2495,"Discharge (EB101-BT14)","","input",1479,true,10,0.1,"°C","s16",false,0,0,0,true,"heatpump/discharge"
2496,"Liquid line (EB101-BT15)","","input",1480,true,10,0.1,"°C","s16",false,0,0,0,true,"heatpump/liquidline"
2497,"Suction gas (EB101-BT17)","","input",1481,true,10,0.1,"°C","s16",false,0,0,0,true,"heatpump/suctiongas"
2498,"Compressor sensor (EB101-BT29)","","input",1482,true,10,0.1,"°C","s16",false,0,0,0,false,""
2500,"Compressor status (EB101)","20 = Stopped, 40 = Starting, 60 = Running, 100 = Stopping","input",1484,true,1,1,"","u8",false,0,0,0,false,""
2501,"Compressor, time to start (EB101-EP14)","","input",1485,true,1,1,"min","u8",false,0,0,0,true,"heatpump/compressortimetostart"
2502,"Relay status (EB101-EP14)","","input",1486,true,1,1,"","u16",false,0,0,0,false,""
2505,"Compressor, number of starts (EB101-EP14)","","input",1489,true,1,1,"","u32",false,0,2147483647,0,true,"heatpump/compressorstarts"
2506,"Compressor, oper. time, total (EB101-EP14)","","input",1491,true,1,1,"h","u32",false,-2147483648,2147483647,0,true,"heatpump/compressoroperatingtime"
2507,"Compressor, oper. time, hot water (EB101-EP14)","","input",1493,true,1,1,"h","u32",false,-2147483648,2147483647,0,true,"heatpump/compressoroperatingtimehotwater"
2508,"Alarm number (EB101-EP14)","","input",1495,true,1,1,"","u16",false,0,0,0,true,"heatpump/compressoralarmnumber"
2509,"Version (EB100)","","input",1496,true,1,1,"","u16",false,0,0,0,false,""
2527,"Heat pump type (EB100)","","input",1497,true,1,1,"","u8",false,0,0,0,false,""
2528,"Compressor size (EB100)","","input",1498,true,1,1,"","u8",false,0,0,0,false,""
2544,"Compressor, oper. time, total (EB100-EP15)","","input",1515,true,1,1,"h","u32",false,0,0,0,false,""
2545,"Compressor, oper. time, hot water (EB100-EP15)","","input",1517,true,1,1,"h","u32",false,0,0,0,false,""
2547,"Return line (EB100-BT3)","","input",1520,true,10,0.1,"°C","s16",false,0,0,0,false,""
2548,"Brine in (EB100-BT10)","","input",1521,true,10,0.1,"°C","s16",false,0,0,0,false,""
2549,"Brine out (EB100-BT11)","","input",1522,true,10,0.1,"°C","s16",false,0,0,0,false,""
2550,"Condenser (EB100-BT2)","","input",1523,true,10,0.1,"°C","s16",false,0,0,0,false,""
2551,"Discharge (EB100-BT14)","","input",1524,true,10,0.1,"°C","s16",false,0,0,0,false,""
2552,"Liquid line (EB100-BT15)","","input",1525,true,10,0.1,"°C","s16",false,0,0,0,false,""
2553,"Suction gas (EB100-BT17)","","input",1526,true,10,0.1,"°C","s16",false,0,0,0,false,""
2554,"Compressor sensor (EB100-BT29)","","input",1527,true,10,0.1,"°C","s16",false,0,0,0,false,""
2555,"Low press (EB100-BP8)","","input",1528,true,10,0.1,"°C","s16",false,0,0,0,false,""
2556,"Compressor status (EB100)","20 = Stopped, 40 = Starting, 60 = Running, 100 = Stopping","input",1529,true,1,1,"","u8",false,0,0,0,false,""
2557,"Compressor, time to start (EB100-EP14)","","input",1530,true,1,1,"min","u8",false,0,0,0,false,""
2558,"Relay status (EB100-EP14)","","input",1531,true,1,1,"","u16",false,0,0,0,false,""
2559,"Heating medium pump (EB100)","","input",1532,true,1,1,"%","u8",false,0,0,0,false,""
2560,"Brine pump (EB100)","","input",1533,true,1,1,"%","u8",false,0,0,0,false,""
2561,"Compressor, number of starts (EB100-EP14)","","input",1534,true,1,1,"","u32",false,0,0,0,false,""
2562,"Compressor, oper. time, total (EB100-EP14)","","input",1536,true,1,1,"h","u32",false,0,0,0,false,""
2563,"Compressor, oper. time, hot water (EB100-EP14)","","input",1538,true,1,1,"h","u32",false,0,0,0,false,""
2565,"Compressor, requested (EB108-EP15)","0 = Off, 1 = Heating, 2 = Hot water, 3 = Pool 1, 4 = Pool 2, 5 = External control","input",1541,true,1,1,"","u8",false,0,0,0,false,""
2566,"Compressor, requested (EB108-EP14)","0 = Off, 1 = Heating, 2 = Hot water, 3 = Pool 1, 4 = Pool 2, 5 = External control","input",1542,true,1,1,"","u8",false,0,0,0,false,""
2578,"Compressor, requested (EB107-EP15)","0 = Off, 1 = Heating, 2 = Hot water, 3 = Pool 1, 4 = Pool 2, 5 = External control","input",1543,true,1,1,"","u8",false,0,0,0,false,""
2579,"Compressor, requested (EB107-EP14)","0 = Off, 1 = Heating, 2 = Hot water, 3 = Pool 1, 4 = Pool 2, 5 = External control","input",1544,true,1,1,"","u8",false,0,0,0,false,""
2591,"Compressor, requested (EB106-EP15)","0 = Off, 1 = Heating, 2 = Hot water, 3 = Pool 1, 4 = Pool 2, 5 = External control","input",1545,true,1,1,"","u8",false,0,0,0,false,""
2592,"Compressor, requested (EB106-EP14)","0 = Off, 1 = Heating, 2 = Hot water, 3 = Pool 1, 4 = Pool 2, 5 = External control","input",1546,true,1,1,"","u8",false,0,0,0,false,""
2604,"Compressor, requested (EB105-EP15)","0 = Off, 1 = Heating, 2 = Hot water, 3 = Pool 1, 4 = Pool 2, 5 = External control","input",1547,true,1,1,"","u8",false,0,0,0,false,""
2605,"Compressor, requested (EB105-EP14)","0 = Off, 1 = Heating, 2 = Hot water, 3 = Pool 1, 4 = Pool 2, 5 = External control","input",1548,true,1,1,"","u8",false,0,0,0,false,""
2617,"Compressor, requested (EB104-EP15)","0 = Off, 1 = Heating, 2 = Hot water, 3 = Pool 1, 4 = Pool 2, 5 = External control","input",1549,true,1,1,"","u8",false,0,0,0,false,""
2618,"Compressor, requested (EB104-EP14)","0 = Off, 1 = Heating, 2 = Hot water, 3 = Pool 1, 4 = Pool 2, 5 = External control","input",1550,true,1,1,"","u8",false,0,0,0,false,""
2630,"Compressor, requested (EB103-EP15)","0 = Off, 1 = Heating, 2 = Hot water, 3 = Pool 1, 4 = Pool 2, 5 = External control","input",1551,true,1,1,"","u8",false,0,0,0,false,""
2631,"Compressor, requested (EB103-EP14)","0 = Off, 1 = Heating, 2 = Hot water, 3 = Pool 1, 4 = Pool 2, 5 = External control","input",1552,true,1,1,"","u8",false,0,0,0,false,""
2643,"Compressor, requested (EB102-EP15)","0 = Off, 1 = Heating, 2 = Hot water, 3 = Pool 1, 4 = Pool 2, 5 = External control","input",1553,true,1,1,"","u8",false,0,0,0,false,""
2644,"Compressor, requested (EB102-EP14)","0 = Off, 1 = Heating, 2 = Hot water, 3 = Pool 1, 4 = Pool 2, 5 = External control","input",1554,true,1,1,"","u8",false,0,0,0,false,""
2656,"Compressor, requested (EB101-EP15)","0 = Off, 1 = Heating, 2 = Hot water, 3 = Pool 1, 4 = Pool 2, 5 = External control","input",1555,true,1,1,"","u8",false,0,0,0,false,""
2657,"Compressor, requested (EB101-EP14)","0 = Off, 1 = Heating, 2 = Hot water, 3 = Pool 1, 4 = Pool 2, 5 = External control","input",1556,true,1,1,"","u8",false,0,0,0,true,"heatpump/compressorrequested"
2683,"Cooling blocking","","input",1559,true,1,1,"","u8",false,0,0,0,false,""
2685,"Date, periodic hot water","","input",1561,true,1,1,"","unknown",false,0,0,0,false,""
2688,"Blocked compressors","","input",2174,true,1,1,"","u32",false,0,0,0,false,""
2691,"Cooling degree minutes","","holding",20,true,10,0.1,"DM","s16",true,-30000,30000,0,true,"settings/degreeminutescooling"
2701,"Status (ACS)","","input",1568,true,1,1,"","u8",false,0,0,0,false,""
2702,"Status, heating dumping (ACS)","","input",1569,true,1,1,"","u8",false,0,0,0,false,""
2703,"Status, cooling dumping (ACS)","","input",1570,true,1,1,"","u8",false,0,0,0,false,""
2706,"Used compressors hot water","","input",1571,true,1,1,"","u8",false,0,0,0,false,""
2707,"Used compressors heating","","input",1572,true,1,1,"","u8",false,0,0,0,false,""
2708,"Used compressors pool 1","","input",1573,true,1,1,"","u8",false,0,0,0,false,""
2709,"Used compressors pool 2","","input",1574,true,1,1,"","u8",false,0,0,0,false,""
2729,"Used compressors cooling","","input",1588,true,1,1,"","u8",false,0,0,0,false,""
2766,"Outdoor temperature (EB101-BT28)","","input",1621,true,10,0.1,"°C","s16",false,0,0,0,true,"heatpump/outdoortemperature"
2767,"Evaporator (EB101-BT16)","","input",1622,true,10,0.1,"°C","s16",false,0,0,0,true,"heatpump/evaporator"
2768,"(EB100-EP15-BT28)","","input",1623,true,10,0.1,"°C","s16",false,0,0,0,false,""
2769,"(EB100-EP15-BT16)","","input",1624,true,10,0.1,"°C","s16",false,0,0,0,false,""
2770,"(EB100-EP14-BT28)","","input",1625,true,10,0.1,"°C","s16",false,0,0,0,false,""
2771,"(EB100-EP14-BT16)","","input",1626,true,10,0.1,"°C","s16",false,0,0,0,false,""
2792,"Charge pump speed (EB101-GP12)","","input",1636,true,1,1,"%","u8",false,0,0,0,true,"heatpump/chargepumpspeed"
2804,"Frost protection heat exchanger heat pump 1","","input",1638,true,1,1,"","u8",false,0,0,0,false,""
2854,"Bit register (EB100)","","input",1687,true,1,1,"","u8",false,0,0,0,false,""
2855,"Controlling hot water sensor (EB100-BT6)","","input",1688,true,10,0.1,"°C","s16",false,0,0,0,false,""
2856,"Display hot water sensor (EB100-BT7)","","input",1689,true,10,0.1,"°C","s16",false,0,0,0,false,""
2857,"Supply temperature sensor (EB100-BT2)","","input",1690,true,10,0.1,"°C","s16",false,0,0,0,false,""
2858,"Compressor status (EB100-EP15)","1 = On, 0 = Off","input",1691,true,1,1,"","u8",false,0,0,0,false,""
2859,"Compressor status (EB100-EP14)","1 = On, 0 = Off","input",1692,true,1,1,"","u8",false,0,0,0,false,""
2879,"Operating mode extra additional heat","0 = Off, 1 = On","input",1693,true,1,1,"","u8",false,0,0,0,false,""
2882,"Docked compressors cooling","","input",1694,true,1,1,"","u8",false,0,0,0,false,""
2883,"BP4, unprocessed (EB108-EP15)","","input",1695,true,1,1,"","s16",false,0,0,0,false,""
2885,"Low pressure (EB108-EP15--BP8)","","input",1697,true,10,0.1,"bar","s16",false,0,0,0,false,""
2887,"Prot. status (EB108-EP15)","","input",1699,true,1,1,"","u16",false,0,0,0,false,""
2888,"Defrosting (EB108-EP15)","0 = No, 1 = Active, 2 = Passive","input",1700,true,1,1,"","u8",false,0,0,0,false,""
2897,"BP4, unprocessed (EB108-EP14)","","input",1702,true,1,1,"","s16",false,0,0,0,false,""
2902,"Defrosting (EB108)","0 = No, 1 = Active, 2 = Passive","input",1707,true,1,1,"","u8",false,0,0,0,false,""
2911,"BP4, unprocessed (EB107-EP15)","","input",1709,true,1,1,"","s16",false,0,0,0,false,""
2913,"Low pressure (EB107-EP15--BP8)","","input",1711,true,10,0.1,"bar","s16",false,0,0,0,false,""
2915,"Prot. status (EB107-EP15)","","input",1713,true,1,1,"","u16",false,0,0,0,false,""
2916,"Defrosting (EB107-EP15)","0 = No, 1 = Active, 2 = Passive","input",1714,true,1,1,"","u8",false,0,0,0,false,""
2919,"Power (EB107-EP15)","","input",1715,true,1,1,"kW","u8",false,0,0,0,false,""
2925,"BP4, unprocessed (EB107-EP14)","","input",1716,true,1,1,"","s16",false,0,0,0,false,""
2930,"Defrosting (EB107)","0 = No, 1 = Active, 2 = Passive","input",1721,true,1,1,"","u8",false,0,0,0,false,""
2933,"Power (EB107-EP14)","","input",1722,true,1,1,"kW","u8",false,0,0,0,false,""
2939,"BP4, unprocessed (EB106-EP15)","","input",1723,true,1,1,"","s16",false,0,0,0,false,""
2941,"Low pressure (EB106-EP15--BP8)","","input",1725,true,10,0.1,"bar","s16",false,0,0,0,false,""
2943,"Prot. status (EB106-EP15)","","input",1727,true,1,1,"","u16",false,0,0,0,false,""
2944,"Defrosting (EB106-EP15)","0 = No, 1 = Active, 2 = Passive","input",1728,true,1,1,"","u8",false,0,0,0,false,""
2947,"Power (EB106-EP15)","","input",1729,true,1,1,"kW","u8",false,0,0,0,false,""
2953,"BP4, unprocessed (EB106-EP14)","","input",1730,true,1,1,"","s16",false,0,0,0,false,""
2958,"Defrosting (EB106)","0 = No, 1 = Active, 2 = Passive","input",1735,true,1,1,"","u8",false,0,0,0,false,""
2961,"Power (EB106-EP14)","","input",1736,true,1,1,"kW","u8",false,0,0,0,false,""
2967,"BP4, unprocessed (EB105-EP15)","","input",1737,true,1,1,"","s16",false,0,0,0,false,""
2969,"Low pressure (EB105-EP15--BP8)","","input",1739,true,10,0.1,"bar","s16",false,0,0,0,false,""
2971,"Prot. status (EB105-EP15)","","input",1741,true,1,1,"","u16",false,0,0,0,false,""
2972,"Defrosting (EB105-EP15)","0 = No, 1 = Active, 2 = Passive","input",1742,true,1,1,"","u8",false,0,0,0,false,""
2975,"Power (EB105-EP15)","","input",1743,true,1,1,"kW","u8",false,0,0,0,false,""
2981,"BP4, unprocessed (EB105-EP14)","","input",1744,true,1,1,"","s16",false,0,0,0,false,""
2986,"Defrosting (EB105)","0 = No, 1 = Active, 2 = Passive","input",1749,true,1,1,"","u8",false,0,0,0,false,""
2989,"Power (EB105-EP15)","","input",1750,true,1,1,"kW","u8",false,0,0,0,false,""
2995,"BP4, unprocessed (EB104-EP15)","","input",1751,true,1,1,"","s16",false,0,0,0,false,""
2997,"Low pressure (EB104-EP15--BP8)","","input",1753,true,10,0.1,"bar","s16",false,0,0,0,false,""
2999,"Prot. status (EB104-EP15)","","input",1755,true,1,1,"","u16",false,0,0,0,false,""
3025,"Low pressure (EB103-EP15--BP8)","","input",1767,true,10,0.1,"bar","s16",false,0,0,0,false,""
3037,"BP4, unprocessed (EB103-EP14)","","input",1772,true,1,1,"","s16",false,0,0,0,false,""
3042,"Defrosting (EB103)","0 = No, 1 = Active, 2 = Passive","input",1777,true,1,1,"","u8",false,0,0,0,false,""
3045,"Power (EB103-EP14)","","input",1778,true,1,1,"kW","u8",false,0,0,0,false,""
3051,"BP4, unprocessed (EB102-EP15)","","input",1779,true,1,1,"","s16",false,0,0,0,false,""
3053,"Low pressure (EB102-EP15--BP8)","","input",1781,true,10,0.1,"bar","s16",false,0,0,0,false,""
3055,"Prot. status (EB102-EP15)","","input",1783,true,1,1,"","u16",false,0,0,0,false,""
3056,"Defrosting (EB102-EP15)","0 = No, 1 = Active, 2 = Passive","input",1784,true,1,1,"","u8",false,0,0,0,false,""
3059,"Power (EB102-EP15)","","input",1785,true,1,1,"kW","u8",false,0,0,0,false,""
3065,"BP4, unprocessed (EB102-EP14)","","input",1786,true,1,1,"","s16",false,0,0,0,false,""
3070,"Defrosting (EB102)","0 = No, 1 = Active, 2 = Passive","input",1791,true,1,1,"","u8",false,0,0,0,false,""
3073,"Power (EB102-EP14)","","input",1792,true,1,1,"kW","u8",false,0,0,0,false,""
3079,"BP4, unprocessed (EB101-EP15)","","input",1793,true,1,1,"","s16",false,0,0,0,false,""
3081,"Low pressure (EB101-EP15-BP8)","","input",1795,true,10,0.1,"bar","s16",false,0,0,0,false,""
3083,"Prot. status (EB101-EP15)","","input",1797,true,1,1,"","u16",false,0,0,0,false,""
3084,"Defrosting (EB101-EP15)","0 = No, 1 = Active, 2 = Passive","input",1798,true,1,1,"","u8",false,0,0,0,false,""
3087,"Power (EB101-EP15)","","input",1799,true,1,1,"kW","u8",false,0,0,0,false,""
3093,"BP4, unprocessed (EB101-EP14)","","input",1800,true,1,1,"","s16",false,0,0,0,false,""
3095,"Low pressure (EB101-BP8)","","input",1802,true,10,0.1,"bar","s16",false,0,0,0,true,"heatpump/lowpressure"
3096,"Current compressor frequency (EB101)","","input",1803,true,10,0.1,"Hz","s16",false,0,0,0,true,"heatpump/currentcompressorfrequency"
3097,"Protection mode (EB101)","","input",1804,true,1,1,"","u16",false,0,0,0,false,""
3098,"Defrosting (EB101)","0 = No, 1 = Active, 2 = Passive","input",1805,true,1,1,"","u8",false,0,0,0,true,"heatpump/defrosting"
3101,"Power (EB101-EP14)","","input",1806,true,1,1,"kW","u8",false,0,0,0,false,""
3107,"BP4, unprocessed (EB100-EP15)","","input",1807,true,1,1,"","s16",false,0,0,0,false,""
3108,"Pressure sensor, condenser (EB100-EP15-BP4)","","input",1808,true,10,0.1,"bar","s16",false,0,0,0,false,""
3109,"Low pressure (EB100-EP15-BP8)","","input",1809,true,10,0.1,"bar","s16",false,0,0,0,false,""
3111,"Prot. status (EB100-EP15)","","input",1811,true,1,1,"","u16",false,0,0,0,false,""
3112,"Defrosting (EB100-EP15)","0 = No, 1 = Active, 2 = Passive","input",1812,true,1,1,"","u8",false,0,0,0,false,""
3115,"Power (EB100-EP15)","","input",1813,true,1,1,"kW","u8",false,0,0,0,false,""
3121,"BP4, unprocessed (EB100-EP14)","","input",1814,true,1,1,"","s16",false,0,0,0,false,""
3122,"Pressure sensor, condenser (EB100-EP14-BP4)","","input",1815,true,10,0.1,"bar","s16",false,0,0,0,false,""
3123,"Low pressure (EB100-EP14-BP8)","","input",1816,true,10,0.1,"bar","s16",false,0,0,0,false,""
3125,"Prot. status (EB100-EP14)","","input",1818,true,1,1,"","u16",false,0,0,0,false,""
3126,"Defrosting (EB100-EP14)","0 = No, 1 = Active, 2 = Passive","input",1819,true,1,1,"","u8",false,0,0,0,false,""
3129,"Power (EB100-EP14)","","input",1820,true,1,1,"kW","u8",false,0,0,0,false,""
3139,"Climate system 4","","input",1823,true,1,1,"","u8",false,0,0,0,false,""
3140,"Climate system 3","","input",1824,true,1,1,"","u8",false,0,0,0,false,""
3141,"Climate system 2","","input",1825,true,1,1,"","u8",false,0,0,0,false,""
3142,"Climate system 1 (HMP)","","input",1826,true,1,1,"","u8",false,0,0,0,false,""
3143,"Pool 2 pump status","1 = On, 0 = Off","input",1827,true,1,1,"","u8",false,0,0,0,false,""
3144,"Pool 1 pump status","1 = On, 0 = Off","input",1828,true,1,1,"","u8",false,0,0,0,false,""
3146,"ACS EQ1-QN12","","input",1830,true,1,1,"","u8",false,0,0,0,false,""
3147,"ACS EQ1-GP20","","input",1831,true,1,1,"","u8",false,0,0,0,false,""
3149,"Passive cooling pump (GP13)","","input",1833,true,1,1,"","u8",false,0,0,0,false,""
3151,"Oper. mode groundwater pump","","input",1835,true,1,1,"","u8",false,0,0,0,false,""
3153,"Alarm number (EB100-EP15)","","input",1837,true,1,1,"","u16",false,0,0,0,false,""
3154,"Alarm number (EB100-EP14)","","input",1838,true,1,1,"","u16",false,0,0,0,false,""
3155,"Requested compressor frequency (EB108-EP15)","","input",1839,true,1,1,"Hz","u8",false,0,0,0,false,""
3157,"Requested compressor frequency (EB107-EP15)","","input",1841,true,1,1,"Hz","u8",false,0,0,0,false,""
3159,"Requested compressor frequency (EB106-EP15)","","input",1843,true,1,1,"Hz","u8",false,0,0,0,false,""
3161,"Requested compressor frequency (EB105-EP15)","","input",1845,true,1,1,"Hz","u8",false,0,0,0,false,""
3163,"Requested compressor frequency (EB104-EP15)","","input",1847,true,1,1,"Hz","u8",false,0,0,0,false,""
3165,"Requested compressor frequency (EB103-EP15)","","input",1849,true,1,1,"Hz","u8",false,0,0,0,false,""
3167,"Requested compressor frequency (EB102-EP15)","","input",1851,true,1,1,"Hz","u8",false,0,0,0,false,""
3169,"Requested compressor frequency (EB101-EP15)","","input",1853,true,1,1,"Hz","u8",false,0,0,0,false,""
